200,200,200,200,200
200,200,170,200,200
200,200,150,200,200
200,200,170,200,200
200,200,130,200,200
200,200,90,200,200
200,200,140,200,200
200,200,130,200,200
200,200,90,200,200
200,200,150,200,200
200,200,100,200,200
200,200,60,200,200
200,200,130,200,200
200,200,70,200,200
,,,,
NaN,NaN,NaN,NaN,NaN
NaN,5.497787144,4.71238898,3.926990817,NaN
NaN,0,-1,3.141592654,NaN
NaN,5.497787144,4.71238898,3.926990817,NaN
NaN,5.497787144,4.71238898,3.926990817,NaN
NaN,0,-1,3.141592654,NaN
NaN,0.785398163,1.570796327,2.35619449,NaN
NaN,5.497787144,4.71238898,3.926990817,NaN
NaN,0,-1,3.141592654,NaN
NaN,0.785398163,1.570796327,2.35619449,NaN
NaN,0,4.71238898,3.141592654,NaN
NaN,0,-1,3.141592654,NaN
NaN,0.785398163,1.570796327,2.35619449,NaN
NaN,NaN,NaN,NaN,NaN
,,,,
NaN,NaN,NaN,NaN,NaN
NaN,1,1,1,NaN
NaN,1,6,1,NaN
NaN,1,1,1,NaN
NaN,1,4,1,NaN
NaN,1,12,1,NaN
NaN,1,1,1,NaN
NaN,1,1,1,NaN
NaN,1,9,1,NaN
NaN,1,1,1,NaN
NaN,1,3,1,NaN
NaN,1,9,1,NaN
NaN,1,1,1,NaN
NaN,NaN,NaN,NaN,NaN
,,,,
NaN,NaN,NaN,NaN,NaN
NaN,1,1,1,NaN
NaN,1,1,1,NaN
NaN,2,2,2,NaN
NaN,2,2,2,NaN
NaN,2,2,2,NaN
NaN,2,2,2,NaN
NaN,3,3,3,NaN
NaN,3,3,3,NaN
NaN,3,3,3,NaN
NaN,4,4,4,NaN
NaN,4,4,4,NaN
NaN,4,4,4,NaN
NaN,NaN,NaN,NaN,NaN
,,,,
200,200,200,200,200
200,200,170,200,200
200,200,170,200,200
200,200,170,200,200
200,200,150,200,200
200,200,150,200,200
200,200,150,200,200
200,200,150,200,200
200,200,150,200,200
200,200,150,200,200
200,200,130,200,200
200,200,130,200,200
200,200,130,200,200
200,200,70,200,200
,,,,
NaN,NaN,NaN,NaN,NaN
NaN,5.497787144,4.71238898,3.926990817,NaN
NaN,0,4.71238898,3.141592654,NaN
NaN,5.497787144,4.71238898,3.926990817,NaN
NaN,5.497787144,4.71238898,3.926990817,NaN
NaN,0,4.71238898,3.141592654,NaN
NaN,0.785398163,4.71238898,2.35619449,NaN
NaN,5.497787144,4.71238898,3.926990817,NaN
NaN,0,4.71238898,3.141592654,NaN
NaN,0.785398163,4.71238898,2.35619449,NaN
NaN,0,4.71238898,3.141592654,NaN
NaN,0,4.71238898,3.141592654,NaN
NaN,0.785398163,4.71238898,2.35619449,NaN
NaN,NaN,NaN,NaN,NaN
,,,,
NaN,NaN,NaN,NaN,NaN
NaN,1,1,1,NaN
NaN,1,6,1,NaN
NaN,1,7,1,NaN
NaN,1,10,1,NaN
NaN,1,17,1,NaN
NaN,1,18,1,NaN
NaN,1,19,1,NaN
NaN,1,26,1,NaN
NaN,1,27,1,NaN
NaN,1,30,1,NaN
NaN,1,35,1,NaN
NaN,1,36,1,NaN
NaN,NaN,NaN,NaN,NaN
,,,,
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
