200,200,200,200,200,200,200
190,190,190,190,190,190,190
180,180,180,180,180,180,180
170,170,145,170,170,170,170
160,160,160,160,160,160,160
150,150,150,150,150,150,150
140,140,140,140,140,140,140
130,130,130,95,130,130,130
120,120,120,120,120,120,120
110,110,110,110,110,110,110
100,100,100,100,100,100,100
,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,4.71238898,4.71238898,4.71238898,4.71238898,4.71238898,NaN
NaN,5.497787144,4.71238898,3.926990817,4.71238898,4.71238898,NaN
NaN,0,-1,3.141592654,4.71238898,4.71238898,NaN
NaN,0.785398163,1.570796327,2.35619449,4.71238898,4.71238898,NaN
NaN,4.71238898,4.71238898,4.71238898,4.71238898,4.71238898,NaN
NaN,4.71238898,5.497787144,4.71238898,3.926990817,4.71238898,NaN
NaN,4.71238898,0,-1,3.141592654,4.71238898,NaN
NaN,4.71238898,0.785398163,1.570796327,2.35619449,4.71238898,NaN
NaN,4.71238898,4.71238898,4.71238898,4.71238898,4.71238898,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1,1,1,1,1,NaN
NaN,2,2,2,2,2,NaN
NaN,1,12,1,3,3,NaN
NaN,1,1,1,4,4,NaN
NaN,1,1,1,5,5,NaN
NaN,2,2,2,6,6,NaN
NaN,3,1,16,1,7,NaN
NaN,4,1,1,1,8,NaN
NaN,5,1,1,1,9,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
,,,,,,
0,0,0,0,0,0,0
0,1,1,1,2,0,0
0,1,1,1,2,0,0
0,1,1,1,2,0,0
0,1,1,1,2,0,0
0,0,2,2,2,0,0
0,0,2,2,2,0,0
0,0,2,2,2,0,0
0,0,2,2,2,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
,,,,,,
200,200,200,200,200,200,200
190,190,190,190,190,190,190
180,180,180,180,180,180,180
170,170,160,170,170,170,170
160,160,160,160,160,160,160
150,150,150,150,150,150,150
140,140,140,140,140,140,140
130,130,130,120,130,130,130
120,120,120,120,120,120,120
110,110,110,110,110,110,110
100,100,100,100,100,100,100
,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,4.71238898,4.71238898,4.71238898,4.71238898,4.71238898,NaN
NaN,5.497787144,4.71238898,3.926990817,4.71238898,4.71238898,NaN
NaN,0,5.497787144,3.141592654,4.71238898,5,NaN
NaN,4.71238898,4.71238898,5.497787144,4.71238898,6,NaN
NaN,4.71238898,4.71238898,4.71238898,4.71238898,4.71238898,NaN
NaN,4.71238898,5.497787144,4.71238898,3.926990817,4.71238898,NaN
NaN,4.71238898,0,-1,3.141592654,4.71238898,NaN
NaN,4.71238898,0.785398163,1.570796327,2.35619449,4.71238898,NaN
NaN,4.71238898,4.71238898,4.71238898,4.71238898,4.71238898,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1,1,1,1,1,NaN
NaN,2,2,2,2,2,NaN
NaN,1,11,1,3,3,NaN
NaN,1,1,12,4,4,NaN
NaN,1,1,1,17,5,NaN
NaN,2,2,2,18,6,NaN
NaN,3,1,27,1,7,NaN
NaN,4,1,1,28,8,NaN
NaN,5,1,1,1,37,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
,,,,,,
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
