200,200,200,200,200,200,200
190,190,190,190,190,190,190
180,180,180,135,180,180,180
170,170,170,170,170,170,170
160,160,160,155,160,160,160
150,150,150,115,150,150,150
140,140,140,140,140,140,140
130,130,130,125,130,130,130
120,120,120,80,120,120,120
110,110,110,110,110,110,110
100,100,100,100,100,100,100
,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,4.71238898,5.497787144,4.71238898,0.785398163,4.71238898,NaN
NaN,4.71238898,0,-1,3.141592654,4.71238898,NaN
NaN,4.71238898,3.926990817,1.570796327,2.35619449,4.71238898,NaN
NaN,4.71238898,5.497787144,4.71238898,0.785398163,4.71238898,NaN
NaN,4.71238898,0,-1,3.141592654,4.71238898,NaN
NaN,4.71238898,3.926990817,1.570796327,2.35619449,4.71238898,NaN
NaN,4.71238898,5.497787144,4.71238898,0.785398163,4.71238898,NaN
NaN,4.71238898,0,-1,3.141592654,4.71238898,NaN
NaN,4.71238898,3.926990817,1.570796327,2.35619449,4.71238898,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1,1,1,1,1,NaN
NaN,2,1,9,1,2,NaN
NaN,3,1,1,1,3,NaN
NaN,4,1,1,1,4,NaN
NaN,5,1,9,1,5,NaN
NaN,6,1,1,1,6,NaN
NaN,7,1,1,1,7,NaN
NaN,8,1,9,1,8,NaN
NaN,9,1,1,1,9,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
,,,,,,
0,0,0,0,0,0,0
0,0,1,1,1,0,0
0,0,1,1,1,0,0
0,0,1,1,1,0,0
0,0,2,2,2,0,0
0,0,2,2,2,0,0
0,0,2,2,2,0,0
0,0,3,3,3,0,0
0,0,3,3,3,0,0
0,0,3,3,3,0,0
0,0,0,0,0,0,0
,,,,,,
200,200,200,200,200,200,200
190,190,190,190,190,190,190
180,180,180,150,180,180,180
170,170,170,130,170,170,170
160,160,160,140,160,160,160
150,150,150,120,150,150,150
140,140,140,115,140,140,140
130,130,130,130,130,130,130
120,120,120,120,120,120,120
110,110,110,110,110,110,110
100,100,100,100,100,100,100
,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,5.061454831,5.497787144,5.061454831,3.926990817,5.061454831,NaN
NaN,5.061454831,5.497787144,5.061454831,3.926990817,5.061454831,NaN
NaN,5.061454831,0,-1,3.141592654,5.061454831,NaN
NaN,5.061454831,5.497787144,5.061454831,3.926990817,5.061454831,NaN
NaN,5.061454831,5.497787144,5.061454831,3.926990817,5.061454831,NaN
NaN,5.061454831,0,-1,3.141592654,5.061454831,NaN
NaN,5.061454831,0.785398163,1.570796327,2.35619449,5.061454831,NaN
NaN,5.061454831,5.061454831,5.061454831,5.061454831,5.061454831,NaN
NaN,5.061454831,5.061454831,5.061454831,5.061454831,5.061454831,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
,,,,,,
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1,1,1,1,1,NaN
NaN,2,1,4,1,2,NaN
NaN,3,1,9,1,3,NaN
NaN,4,1,10,1,4,NaN
NaN,5,1,13,1,5,NaN
NaN,6,1,27,1,6,NaN
NaN,7,1,1,28,7,NaN
NaN,8,1,1,1,36,NaN
NaN,9,2,2,2,37,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
,,,,,,
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
